Rank	Word	Frequency	Frequency per million	Zipf value
516	bret	567	165.4547	5.2187
517	açò	566	165.1629	5.2179
517	probablement	566	165.1629	5.2179
518	noies	565	164.8711	5.2171
518	portat	565	164.8711	5.2171
519	salvar	564	164.5793	5.2164
520	allò	563	164.2875	5.2156
520	canvi	563	164.2875	5.2156
520	presó	563	164.2875	5.2156
521	dòlars	562	163.9957	5.2148
521	fi	562	163.9957	5.2148
522	l'amor	558	162.8285	5.2117
522	treure	558	162.8285	5.2117
523	sra	555	161.9531	5.2094
524	recordo	554	161.6612	5.2086
525	dalt	551	160.7858	5.2062
526	segon	549	160.2022	5.2047
527	dient	548	159.9104	5.2039
528	agafar	545	159.035	5.2015
528	pares	545	159.035	5.2015
529	enrere	542	158.1596	5.1991
529	perill	542	158.1596	5.1991
530	festa	540	157.5759	5.1975
530	grans	540	157.5759	5.1975
531	joc	538	156.9923	5.1959
532	boig	537	156.7005	5.1951
533	secret	536	156.4087	5.1943
534	lord	535	156.1169	5.1934
534	pitjor	535	156.1169	5.1934
535	podeu	534	155.8251	5.1926
536	descomptat	530	154.6579	5.1894
536	oportunitat	530	154.6579	5.1894
537	país	529	154.3661	5.1886
538	canviar	528	154.0743	5.1877
539	dr	526	153.4906	5.1861
540	habitació	525	153.1988	5.1853
540	haig	525	153.1988	5.1853
541	diguis	524	152.907	5.1844
541	general	524	152.907	5.1844
541	sents	524	152.907	5.1844
542	s'han	521	152.0316	5.1819
543	feu	520	151.7398	5.1811
543	gos	520	151.7398	5.1811
543	l'has	520	151.7398	5.1811
544	vau	519	151.448	5.1803
545	esperant	518	151.1562	5.1794
545	president	518	151.1562	5.1794
546	dret	517	150.8644	5.1786
546	faràs	517	150.8644	5.1786
547	número	516	150.5726	5.1777
547	sabeu	516	150.5726	5.1777
548	d'ell	514	149.989	5.1761
549	cul	513	149.6971	5.1752
550	missatge	511	149.1135	5.1735
551	estimada	508	148.2381	5.171
551	surt	508	148.2381	5.171
552	vaixell	507	147.9463	5.1701
553	buscant	506	147.6545	5.1692
553	paraules	506	147.6545	5.1692
553	parlat	506	147.6545	5.1692
554	aquells	505	147.3627	5.1684
554	simplement	505	147.3627	5.1684
555	guàrdia	504	147.0709	5.1675
556	pressa	503	146.7791	5.1667
557	morta	501	146.1955	5.1649
558	digues	499	145.6118	5.1632
559	any	497	145.0282	5.1615
559	setmanes	497	145.0282	5.1615
560	seré	496	144.7364	5.1606
560	trucar	496	144.7364	5.1606
561	lannister	495	144.4446	5.1597
561	pensant	495	144.4446	5.1597
562	coneixes	494	144.1528	5.1588
562	necessites	494	144.1528	5.1588
563	matat	493	143.861	5.1579
564	sisplau	491	143.2774	5.1562
565	d'ells	490	142.9856	5.1553
565	vagi	490	142.9856	5.1553
566	senyors	489	142.6938	5.1544
567	esperar	486	141.8184	5.1517
567	hagut	486	141.8184	5.1517
568	comprar	485	141.5265	5.1508
569	ací	484	141.2347	5.1499
570	l'ha	482	140.6511	5.1481
570	sinó	482	140.6511	5.1481
571	mirar	481	140.3593	5.1472
571	preguntes	481	140.3593	5.1472
572	parles	477	139.1921	5.1436
572	volem	477	139.1921	5.1436
573	siguis	476	138.9003	5.1427
574	roba	475	138.6085	5.1418
574	t'estimo	475	138.6085	5.1418
575	bastant	474	138.3167	5.1409
575	calla	474	138.3167	5.1409
576	control	470	137.1494	5.1372
577	agrada	469	136.8576	5.1363
578	futur	467	136.274	5.1344
578	l'altra	467	136.274	5.1344
578	segueix	467	136.274	5.1344
579	perfecte	466	135.9822	5.1335
580	vulguis	465	135.6904	5.1325
581	estigui	464	135.3986	5.1316
582	llibre	463	135.1068	5.1307
583	estaves	461	134.5232	5.1288
583	senyoreta	461	134.5232	5.1288
584	estarà	460	134.2314	5.1279
