Rank	Word	Frequency	Frequency per million	Zipf value	IPA
1015	رابط	856	13.4451	4.1286	ɾ ɑː b i t  |  ɾ ɒː b e t  |  ɾ ɒː b ɪ t  |  ɾ ɔː b i t
1016	صبور	851	13.3666	4.126	s a b u ɾ  |  s a b uː ɾ  |  s æ b uː ɾ
1017	نان	849	13.3352	4.125	n ɑː n  |  n ɒː n  |  n ɔː n
1018	چشمه	845	13.2723	4.1229	t͡ʃ a ʃ m a  |  t͡ʃ e ʃ m e
1019	آزمایشگاه	844	13.2566	4.1224	ɑː z m ɑː j i ʃ ɡ ɑː h  |  ɒː z m ɒː j e ʃ ɡ ɒː h  |  ɒː z m ɒː j ɪ ʃ ɡ ɒː h  |  ɔː z m ɔː j i ʃ ɡ ɔː h
1020	بشکه	833	13.0839	4.1167	b o ʃ k e
1020	بلافاصله	833	13.0839	4.1167	b e l ɒː f ɒː s e l e
1021	آشفته	832	13.0682	4.1162	ɑː ʃ u f t a  |  ɒː ʃ o f t e  |  ɒː ʃ ʊ f t a  |  ɔː ʃ u f t a
1022	روس	831	13.0524	4.1157	ɾ u s  |  ɾ uː s
1023	شیشه	824	12.9425	4.112	ʃ i ʃ a  |  ʃ iː ʃ a  |  ʃ iː ʃ e
1024	ذرت	823	12.9268	4.1115	z o rː æ t  |  z u rː a t  |  z ʊ rː a t  |  ð u rː a t
1025	برداشتن	821	12.8954	4.1104	b a ɾ d ɑː ʃ t a n  |  b a ɾ d ɒː ʃ t a n  |  b a ɾ d ɔː ʃ t a n  |  b æ ɾ d ɒː ʃ t æ n
1026	کلاغ	817	12.8325	4.1083	k a l ɑː ɣ  |  k a l ɒː ɣ  |  k a l ɔː ɣ  |  k æ l ɒː ɢ
1027	لاغر	815	12.8011	4.1072	l ɑː ɣ a ɾ  |  l ɒː ɢ æ ɾ  |  l ɒː ɣ a ɾ  |  l ɔː ɣ a ɾ
1028	چهارشنبه	813	12.7697	4.1062	t͡ʃ a h ɑː ɾ ʃ a n b a  |  t͡ʃ a h ɒː ɾ ʃ a n b a  |  t͡ʃ a h ɔː ɾ ʃ a n b a  |  t͡ʃ æ h ɒː ɾ ʃ æ n b e
1029	حاصل	812	12.754	4.1056	h ɑː s i l  |  h ɒː s e l  |  h ɒː s ɪ l  |  h ɔː s i l
1029	حسن	812	12.754	4.1056	h a s a n  |  h o s n  |  h u s n  |  h æ s æ n  |  h ʊ s n
1029	پایگاه	812	12.754	4.1056	p ɑː j i ɡ ɑː h  |  p ɒː j e ɡ ɒː h  |  p ɒː j ɪ ɡ ɒː h  |  p ɔː j i ɡ ɔː h
1030	باستان	811	12.7383	4.1051	b ɑː s t ɑː n  |  b ɒː s t ɒː n  |  b ɔː s t ɔː n
1031	آگاه	810	12.7226	4.1046	ɑː ɡ ɑː h  |  ɒː ɡ ɒː h  |  ɔː ɡ ɔː h
1032	فهرست	808	12.6912	4.1035	f e h ɾ e s t  |  f e h ɾ i s t  |  f i h ɾ i s t  |  f ɪ h ɾ ɪ s t
1033	رعد	807	12.6755	4.103	ɾ a ʔ d  |  ɾ æ ʔ d
