Rank	Word	Frequency	Frequency per million	Zipf value	IPA
1607	hubo	491	0.7684	2.8856	ɦ u b o
1607	setřít	491	0.7684	2.8856	s ɛ t r̝ iː t
1608	pečetě	490	0.7668	2.8847	p ɛ t͡ʃ ɛ c ɛ
1609	celer	489	0.7653	2.8838	t͡s ɛ l ɛ r
1609	pravopis	489	0.7653	2.8838	p r a v o p ɪ s
1610	obecná	488	0.7637	2.8829	o b ɛ t͡s n aː
1611	alpy	487	0.7621	2.882	a l p ɪ
1611	miso	487	0.7621	2.882	m i s o
1612	křída	486	0.7606	2.8812	k r̝̊ iː d a
1613	tesák	485	0.759	2.8802	t ɛ s aː k
1614	dánové	483	0.7559	2.8785	d aː n o v ɛː
1615	nechtít	480	0.7512	2.8758	n ɛ x c iː t
1616	shledat	478	0.7481	2.874	s x l ɛ d a t  |  z ɦ l ɛ d a t
1617	kontraband	477	0.7465	2.873	k ɔ n t r a b a n t
1618	bizon	474	0.7418	2.8703	b ɪ z o n
1619	beranidlo	472	0.7387	2.8685	b ɛ r a ɲ ɪ d l ɔ
1620	kočkách	468	0.7324	2.8647	k o t͡ʃ k aː x
1621	bankovka	467	0.7308	2.8638	b a ŋ k o v k a
1622	adaptace	464	0.7261	2.861	a d a p t a t͡s ɛ
1623	kord	461	0.7214	2.8582	k ɔ r t
1624	avokádo	460	0.7199	2.8573	a v o k aː d o
1625	fašistický	459	0.7183	2.8563	f a ʃ ɪ s t ɪ t͡s k iː
1626	lupy	457	0.7152	2.8544	l ʊ p ɪ
1626	pakáž	457	0.7152	2.8544	p a k aː ʃ
1627	sankce	451	0.7058	2.8487	s a ŋ k t͡s ɛ
1628	kozách	450	0.7042	2.8477	k o z aː x
1628	součástka	450	0.7042	2.8477	s ɔ ʊ̯ t ʃ aː s t k a
1629	geologie	449	0.7027	2.8468	ɡ ɛ ɔ l ɔ ɡ ɪ ɛ
1630	bilo	448	0.7011	2.8458	b ɪ l o
1630	kopeček	448	0.7011	2.8458	k o p ɛ t͡ʃ ɛ k
1631	sběrač	447	0.6995	2.8448	z b j ɛ r a t ʃ
1632	brouček	446	0.698	2.8439	b r ɔ ʊ̯ t͡ʃ ɛ k
1632	tchyně	446	0.698	2.8439	t x iː ɲ ɛ  |  t x ɪ ɲ ɛ
1633	sochař	445	0.6964	2.8429	s o x a r̝̊
1634	přikázat	442	0.6917	2.8399	p r̝̊ ɪ k aː z a t
1634	šáh	442	0.6917	2.8399	ʃ aː x
1635	bizony	439	0.687	2.837	b ɪ z o n ɪ
1635	áčko	439	0.687	2.837	aː t ʃ k o
1636	babou	438	0.6855	2.836	b a b ɔ u
1636	misionář	438	0.6855	2.836	m ɪ s ɪ j ɔ n aː r̝̊
1637	lom	437	0.6839	2.835	l o m
1638	kočkám	436	0.6823	2.834	k o t͡ʃ k aː m
1639	holínky	434	0.6792	2.832	ɦ o l iː ŋ k ɪ
1640	užší	433	0.6776	2.831	ʔ ʊ ʃ iː
1641	liško	432	0.6761	2.83	l ɪ ʃ k o
1642	orly	429	0.6714	2.827	o r l ɪ
1643	buk	426	0.6667	2.8239	b u k
1643	buldok	426	0.6667	2.8239	b ʊ l d ɔ k
1644	řezem	424	0.6635	2.8218	r̝ ɛ z ɛ m
1645	róbu	421	0.6589	2.8188	r oː b u
1646	rozzlobit	417	0.6526	2.8146	r o z z l o b ɪ t
1647	alois	416	0.651	2.8136	a l ɔ j s
1648	drůbež	413	0.6463	2.8104	d r uː b ɛ ʃ
1649	indonésie	412	0.6448	2.8094	ɪ n d o n ɛː s ɪ j ɛ
1650	golfista	410	0.6416	2.8073	ɡ ɔ l f ɪ s t a
1650	marnotratný	410	0.6416	2.8073	m a r n ɔ t r ʌ t n iː
1651	oliv	407	0.6369	2.8041	o l ɪ v
1651	rup	407	0.6369	2.8041	r u p
1652	františka	405	0.6338	2.802	f r a n c ɪ ʃ k a
1653	kaštan	402	0.6291	2.7987	k a ʃ t a n
1654	tchoř	397	0.6213	2.7933	t x o r̝̊
1655	chrup	396	0.6197	2.7922	x r u p
